mouse_cns_E14_rep1	mouse_cns_E14_rep2	mouse_cns_E18_rep1	mouse_cns_E18_rep2
ENSMUSG00000076688	0.0	0.0	0.0	0.0
ENSMUSG00000076689	0.0	0.0	0.0	0.0
ENSMUSG00000076691	0.0	0.0	0.0	0.0
ENSMUSG00000076692	0.0	0.0	0.0	0.0
ENSMUSG00000076693	0.0	0.0	0.0	0.0
ENSMUSG00000076694	0.0	0.0	0.0	0.0
ENSMUSG00000076695	0.0	0.0	0.0	0.0
ENSMUSG00000076696	0.0	0.0	0.0	0.0
ENSMUSG00000076697	0.0	0.0	0.0	0.0
ENSMUSG00000076698	0.0	0.0	0.0	0.0
ENSMUSG00000076699	0.0	0.0	0.0	0.0
ENSMUSG00000076700	0.0	0.0	0.0	0.0
ENSMUSG00000076701	0.0	0.0	0.0	0.0
ENSMUSG00000076702	0.0	0.0	0.0	0.0
ENSMUSG00000076703	0.0	0.0	0.0	0.0
ENSMUSG00000076704	0.0	0.0	0.0	0.0
ENSMUSG00000076705	0.0	0.0	0.0	0.0
ENSMUSG00000076706	0.0	0.0	0.0	0.0
ENSMUSG00000076707	0.0	0.0	0.0	0.0
ENSMUSG00000076708	0.0	0.0	0.0	0.0
ENSMUSG00000076709	0.0	0.0	0.0	0.0
ENSMUSG00000076710	0.0	0.0	0.0	0.0
ENSMUSG00000076711	0.0	0.0	0.0	0.0
ENSMUSG00000076712	0.0	0.0	0.0	0.0
ENSMUSG00000076713	0.0	0.0	0.0	0.0
ENSMUSG00000076714	0.0	0.0	0.0	0.0
ENSMUSG00000076715	0.0	0.0	0.0	0.0
ENSMUSG00000076716	0.0	0.0	0.0	0.0
ENSMUSG00000076717	0.0	0.0	0.0	0.0
ENSMUSG00000076718	0.0	0.0	0.0	0.0
ENSMUSG00000076719	0.0	0.0	0.0	0.0
ENSMUSG00000076720	0.0	0.0	0.0	0.0
ENSMUSG00000076721	0.0	0.0	0.0	0.0
ENSMUSG00000076722	0.0	0.0	0.0	0.0
ENSMUSG00000076723	0.0	0.0	0.0	0.0
ENSMUSG00000076724	0.0	0.0	0.0	0.0
ENSMUSG00000076725	0.0	0.0	0.0	0.0
ENSMUSG00000076726	0.0	0.0	0.0	0.0
ENSMUSG00000076727	0.0	0.0	0.0	0.0
ENSMUSG00000076728	0.0	0.0	0.0	0.0
ENSMUSG00000076729	0.0	0.0	0.0	0.0
ENSMUSG00000076730	0.0	0.0	0.0	0.0
ENSMUSG00000076731	0.0	0.0	0.0	0.0
ENSMUSG00000076732	0.0	0.0	0.0	0.0
ENSMUSG00000076733	0.0	0.0	0.0	0.0
ENSMUSG00000076734	0.0	0.0	0.0	0.0
ENSMUSG00000076735	0.0	0.0	0.0	0.0
ENSMUSG00000076738	0.0	0.0	0.0	0.0
ENSMUSG00000076739	0.0	0.0	0.0	0.0
ENSMUSG00000076740	0.0	0.0	0.0	0.0
ENSMUSG00000076741	0.0	0.0	0.0	0.0
ENSMUSG00000076742	0.0	0.0	0.0	0.0
ENSMUSG00000076743	0.0	0.0	0.0	0.0
ENSMUSG00000076744	0.0	0.0	0.0	0.0
ENSMUSG00000076745	0.0	0.0	0.0	0.0
ENSMUSG00000076746	0.0	0.0	0.0	0.0
ENSMUSG00000076747	0.0	0.0	0.0	0.0
ENSMUSG00000076748	0.0	0.0	0.0	0.0
ENSMUSG00000076749	0.0	0.0	0.0	0.0
ENSMUSG00000076750	0.0	0.0	0.0	0.0
ENSMUSG00000076751	0.0	0.0	0.0	0.0
ENSMUSG00000076752	0.0	0.0	0.0	0.0
ENSMUSG00000076753	0.0	0.0	0.0	0.0
ENSMUSG00000076754	0.0	0.0	0.0	0.0
ENSMUSG00000076755	0.0	0.0	0.0	0.0
ENSMUSG00000076756	0.0	0.0	0.0	0.0
ENSMUSG00000076757	0.0	0.0	0.0	0.0
ENSMUSG00000076758	0.0	0.0	0.0	0.0
ENSMUSG00000076759	0.0	0.0	0.0	0.0
ENSMUSG00000076760	0.0	0.0	0.0	0.0
ENSMUSG00000076761	0.0	0.0	0.0	0.0
ENSMUSG00000076762	0.0	0.0	0.0	0.0
ENSMUSG00000076764	0.0	0.0	0.0	0.0
ENSMUSG00000076766	0.0	0.0	0.0	0.0
ENSMUSG00000076767	0.0	0.0	0.0	0.0
ENSMUSG00000076768	0.0	0.0	0.0	0.0
ENSMUSG00000076769	0.0	0.0	0.0	0.0
ENSMUSG00000076770	0.0	0.0	0.0	0.0
ENSMUSG00000076771	0.0	0.0	0.0	0.0
ENSMUSG00000076772	0.0	0.0	0.0	0.0
ENSMUSG00000076773	0.0	0.0	0.0	0.0
ENSMUSG00000076774	0.0	0.0	0.0	0.0
ENSMUSG00000076775	0.0	0.0	0.0	0.0
ENSMUSG00000076776	0.0	0.0	0.0	0.0
ENSMUSG00000076777	0.0	0.0	0.0	0.0
ENSMUSG00000076778	0.0	0.0	0.0	0.0
ENSMUSG00000076779	0.0	0.0	0.0	0.0
ENSMUSG00000076780	0.0	0.0	0.0	0.0
ENSMUSG00000076781	0.0	0.0	0.0	0.0
ENSMUSG00000076782	0.0	0.0	0.0	0.0
ENSMUSG00000076783	0.0	0.0	0.0	0.0
ENSMUSG00000076784	0.0	0.0	0.0	0.0
ENSMUSG00000076785	0.0	0.0	0.0	0.0
ENSMUSG00000076786	0.0	0.0	0.0	0.0
ENSMUSG00000076787	0.0	0.0	0.0	0.0
ENSMUSG00000076788	0.0	0.0	0.0	0.0
ENSMUSG00000076789	0.0	0.0	0.0	0.0
ENSMUSG00000076790	0.0	0.0	0.0	0.0
ENSMUSG00000076791	0.0	0.0	0.0	0.0
ENSMUSG00000076792	0.0	0.0	0.0	0.0
ENSMUSG00000076793	0.0	0.0	0.0	0.0
ENSMUSG00000076795	0.0	0.0	0.0	0.0
ENSMUSG00000076796	0.0	0.0	0.0	0.0
ENSMUSG00000076797	0.0	0.0	0.0	0.0
ENSMUSG00000076798	0.0	0.0	0.0	0.0
ENSMUSG00000076799	0.0	0.0	0.0	0.0
ENSMUSG00000076800	0.0	0.0	0.0	0.0
ENSMUSG00000076801	0.0	0.0	0.0	0.0
ENSMUSG00000076802	0.0	0.0	0.0	0.0
ENSMUSG00000076804	0.0	0.0	0.0	0.0
ENSMUSG00000076805	0.0	0.0	0.0	18.43
ENSMUSG00000076806	0.0	0.0	0.0	0.0
ENSMUSG00000076807	0.0	0.0	0.0	0.0
ENSMUSG00000076808	0.0	0.0	0.0	0.0
ENSMUSG00000076809	0.0	0.0	0.0	0.0
ENSMUSG00000076810	0.0	0.0	0.0	0.0
ENSMUSG00000076811	0.0	0.0	0.0	0.0
ENSMUSG00000076812	0.0	0.0	0.0	0.0
ENSMUSG00000076813	0.0	0.0	0.0	0.0
ENSMUSG00000076814	0.0	0.0	0.0	0.0
ENSMUSG00000076815	0.0	0.0	0.0	0.0
ENSMUSG00000076816	0.0	0.0	0.0	0.0
ENSMUSG00000076817	0.0	0.0	0.0	0.0
ENSMUSG00000076818	0.0	0.0	0.0	0.0
ENSMUSG00000076819	0.0	0.0	0.0	0.0
ENSMUSG00000076821	0.0	0.0	0.0	0.0
ENSMUSG00000076822	0.0	0.0	0.0	0.0
ENSMUSG00000076823	0.0	0.0	0.0	0.0
ENSMUSG00000076824	0.0	0.0	0.0	0.0
ENSMUSG00000076825	0.0	0.0	0.0	0.0
ENSMUSG00000076826	0.0	0.0	0.0	0.0
ENSMUSG00000076827	0.0	0.0	0.0	0.0
ENSMUSG00000076828	0.0	0.0	0.0	0.0
ENSMUSG00000076829	0.0	0.0	0.0	0.0
ENSMUSG00000076830	0.0	0.0	0.0	0.0
ENSMUSG00000076831	0.0	0.0	0.0	0.0
ENSMUSG00000076832	0.0	0.0	0.0	0.0
ENSMUSG00000076833	0.0	0.0	0.0	0.0
ENSMUSG00000076834	0.0	0.0	0.0	0.0
ENSMUSG00000076835	0.0	0.0	0.0	0.0
ENSMUSG00000076836	0.0	0.0	0.0	0.0
ENSMUSG00000076838	0.0	0.0	0.0	0.0
ENSMUSG00000076839	0.0	0.0	0.0	0.0
ENSMUSG00000076840	0.0	0.0	0.0	0.0
ENSMUSG00000076841	0.0	0.0	0.0	0.0
ENSMUSG00000076842	0.0	0.0	0.0	0.0
ENSMUSG00000076843	0.0	0.0	0.0	0.0
ENSMUSG00000076844	0.0	0.0	0.0	0.0
ENSMUSG00000076845	0.0	0.0	0.0	0.0
ENSMUSG00000076846	0.0	0.0	0.0	0.0
ENSMUSG00000076847	0.0	0.0	0.0	0.0
ENSMUSG00000076848	0.0	0.0	0.0	0.0
ENSMUSG00000076849	0.0	0.0	0.0	0.0
ENSMUSG00000076850	0.0	0.0	0.0	0.0
ENSMUSG00000076851	0.0	0.0	0.0	0.0
ENSMUSG00000076852	0.0	0.0	0.0	0.0
ENSMUSG00000076853	0.0	0.0	0.0	0.0
ENSMUSG00000076854	0.0	0.0	0.0	0.0
ENSMUSG00000076855	0.0	0.0	0.0	0.0
ENSMUSG00000076856	0.0	0.0	0.0	0.0
ENSMUSG00000076857	0.0	0.0	0.0	0.0
ENSMUSG00000076858	0.0	0.0	0.0	0.0
ENSMUSG00000076860	0.0	0.0	0.0	0.0
ENSMUSG00000076861	0.0	0.0	0.0	0.0
ENSMUSG00000076862	0.0	0.0	0.0	0.0
ENSMUSG00000076863	0.0	0.0	0.0	0.0
ENSMUSG00000076864	0.0	0.0	0.0	0.0
ENSMUSG00000076865	0.0	0.0	0.0	0.0
ENSMUSG00000076866	0.0	0.0	0.0	0.0
ENSMUSG00000076867	0.0	0.0	0.0	0.0
ENSMUSG00000076868	0.0	0.0	0.0	0.0
ENSMUSG00000076869	0.0	0.0	0.0	0.0
ENSMUSG00000076870	0.0	0.0	0.0	0.0
ENSMUSG00000076871	0.0	0.0	0.0	0.0
ENSMUSG00000076873	0.0	0.0	0.0	0.0
ENSMUSG00000076874	0.0	0.0	0.0	0.0
ENSMUSG00000076875	0.0	0.0	0.0	0.0
ENSMUSG00000076876	0.0	0.0	0.0	0.0
ENSMUSG00000076877	0.0	0.0	0.0	0.0
ENSMUSG00000076878	0.0	0.0	0.0	0.0
ENSMUSG00000076879	0.0	0.0	0.0	0.0
ENSMUSG00000076880	0.0	0.0	0.0	0.0
ENSMUSG00000076881	0.0	0.0	0.0	0.0
ENSMUSG00000076882	0.0	0.0	0.0	0.0
ENSMUSG00000076883	0.0	0.0	0.0	0.0
ENSMUSG00000076884	0.0	0.0	0.0	0.0
ENSMUSG00000076885	0.0	0.0	0.0	0.0
ENSMUSG00000076886	0.0	0.0	0.0	0.0
ENSMUSG00000076887	0.0	0.0	0.0	0.0
ENSMUSG00000076888	0.0	0.0	0.0	0.0
ENSMUSG00000076889	0.0	0.0	0.0	0.0
ENSMUSG00000076890	0.0	0.0	0.0	0.0
ENSMUSG00000076891	0.0	0.0	0.0	0.0
ENSMUSG00000076892	0.0	0.0	0.0	0.0
ENSMUSG00000076893	0.0	0.0	0.0	0.0
ENSMUSG00000076894	0.0	0.0	0.0	0.0
ENSMUSG00000076895	0.0	0.0	0.0	0.0
ENSMUSG00000076896	0.0	0.0	0.0	0.0
ENSMUSG00000076897	0.0	0.0	0.0	0.0
ENSMUSG00000076898	0.0	0.0	0.0	0.0
ENSMUSG00000076899	0.0	0.0	0.0	0.0
ENSMUSG00000076900	0.0	0.0	0.0	0.0
ENSMUSG00000076901	0.0	0.0	0.0	0.0
ENSMUSG00000076902	0.0	0.0	0.0	0.0
ENSMUSG00000076903	0.0	0.0	0.0	0.0
ENSMUSG00000076904	0.0	0.0	0.0	0.0
ENSMUSG00000076905	0.0	0.0	0.0	0.0
ENSMUSG00000076906	0.0	0.0	0.0	0.0
ENSMUSG00000076907	0.0	0.0	0.0	0.0
ENSMUSG00000076908	0.0	0.0	0.0	0.0
ENSMUSG00000076909	0.0	0.0	0.0	0.0
ENSMUSG00000076910	0.0	0.0	0.0	0.0
ENSMUSG00000076911	0.0	0.0	0.0	0.0
ENSMUSG00000076912	0.0	0.0	0.0	0.0
ENSMUSG00000076913	0.0	0.0	0.0	0.0
ENSMUSG00000076914	0.0	0.0	0.0	0.0
ENSMUSG00000076915	0.0	0.0	0.0	0.0
ENSMUSG00000076916	0.0	0.0	0.0	0.0
ENSMUSG00000076917	0.0	0.0	0.0	0.0
ENSMUSG00000076918	0.0	0.0	0.0	0.0
ENSMUSG00000076919	0.0	0.0	0.0	0.0
ENSMUSG00000076920	0.0	0.0	0.0	0.0
ENSMUSG00000076921	0.0	0.0	0.0	0.0
ENSMUSG00000076922	0.0	0.0	0.0	0.0
ENSMUSG00000076923	0.0	0.0	0.0	0.0
ENSMUSG00000076924	0.0	0.0	0.0	0.0
ENSMUSG00000076925	0.0	0.0	0.0	0.0
ENSMUSG00000076926	0.0	0.0	0.0	0.0
ENSMUSG00000076927	0.0	0.0	0.0	0.0
ENSMUSG00000076928	0.0	0.0	0.0	12.95
ENSMUSG00000076931	0.0	0.0	0.0	0.0
ENSMUSG00000076934	0.0	0.0	0.0	0.0
ENSMUSG00000076937	0.0	0.0	0.0	0.0
ENSMUSG00000076939	0.0	0.0	0.0	0.0
ENSMUSG00000076940	0.0	0.0	0.0	0.0
ENSMUSG00000077450	374.96	435.58	489.2	459.02
ENSMUSG00000078080	0.0	0.0	0.0	0.0
ENSMUSG00000078087	0.0	0.0	0.0	0.0
ENSMUSG00000078088	0.0	0.0	0.0	0.0
ENSMUSG00000078091	0.0	0.0	0.0	0.0
ENSMUSG00000078096	12.26	0.0	0.0	0.0
ENSMUSG00000078097	0.0	0.0	0.0	0.0
ENSMUSG00000078100	0.0	0.0	0.0	0.0
ENSMUSG00000078107	0.0	0.0	0.0	0.0
ENSMUSG00000078114	0.0	0.69	0.0	0.0
ENSMUSG00000078116	0.0	0.0	0.0	0.0
ENSMUSG00000078117	0.0	1.44	2.15	1.47
ENSMUSG00000078118	0.0	0.0	0.0	0.0
ENSMUSG00000078120	0.0	0.0	0.0	0.0
ENSMUSG00000078121	0.0	0.0	0.0	0.0
ENSMUSG00000078122	1.45	1.07	0.0	0.0
ENSMUSG00000078123	0.0	0.0	0.0	0.0
ENSMUSG00000078125	0.0	0.0	0.0	0.0
ENSMUSG00000078126	33.0	64.32	46.88	65.05
ENSMUSG00000078127	0.0	0.0	0.0	0.0
ENSMUSG00000078128	0.0	0.0	0.0	0.0
ENSMUSG00000078129	0.0	0.0	0.0	0.0
ENSMUSG00000078130	0.0	0.0	0.0	0.0
ENSMUSG00000078131	0.0	0.0	0.0	0.0
ENSMUSG00000078132	0.0	0.0	0.0	0.0
ENSMUSG00000078134	0.0	0.0	0.0	0.0
ENSMUSG00000078135	0.0	0.0	0.0	0.0
ENSMUSG00000078137	0.0	0.59	1.75	0.6
ENSMUSG00000078139	0.0	0.0	0.0	0.0
ENSMUSG00000078141	0.0	0.0	0.0	0.0
ENSMUSG00000078143	0.0	0.0	0.0	0.0
ENSMUSG00000078144	9.19	10.1	0.0	3.47
ENSMUSG00000078151	0.0	0.0	0.0	12.18
ENSMUSG00000078153	0.0	0.0	6.41	0.0
ENSMUSG00000078154	205.47	239.69	84.48	53.79
ENSMUSG00000078157	0.0	0.0	1.33	0.91
ENSMUSG00000078160	1.2	0.0	0.0	0.9
ENSMUSG00000078161	2.04	0.5	0.0	1.54
ENSMUSG00000078162	0.0	0.0	0.0	0.0
ENSMUSG00000078164	0.0	0.0	0.0	19.74
ENSMUSG00000078169	0.0	0.0	0.0	0.0
ENSMUSG00000078173	4.9	12.59	1.24	0.0
ENSMUSG00000078175	0.0	0.0	0.0	0.0
ENSMUSG00000078177	0.0	0.0	0.0	0.0
ENSMUSG00000078179	0.0	0.0	0.0	0.0
ENSMUSG00000078182	0.0	0.0	0.0	0.0
ENSMUSG00000078183	0.0	11.77	0.0	0.0
ENSMUSG00000078184	0.0	0.0	0.0	0.0
ENSMUSG00000078185	0.0	6.53	0.0	5.01
ENSMUSG00000078186	0.0	0.0	0.0	0.0
ENSMUSG00000078187	0.0	0.0	0.0	0.0
ENSMUSG00000078190	3.35	1.06	0.53	0.36
ENSMUSG00000078191	0.0	0.21	0.0	86.75
ENSMUSG00000078192	0.0	0.0	0.0	0.0
ENSMUSG00000078193	0.0	63.41	29.09	117.23
ENSMUSG00000078197	0.0	0.0	0.0	0.0
ENSMUSG00000078198	0.0	0.0	0.0	0.0
ENSMUSG00000078201	6.52	18.86	22.86	27.23
ENSMUSG00000078202	32.67	52.83	27.48	29.32
ENSMUSG00000078206	0.0	0.0	0.0	0.0
ENSMUSG00000078208	0.0	0.0	0.0	0.0
ENSMUSG00000078209	0.0	0.0	0.0	0.0
ENSMUSG00000078210	0.0	0.0	0.0	0.0
ENSMUSG00000078211	0.0	0.0	0.0	0.0
ENSMUSG00000078212	0.0	0.0	0.0	0.0
ENSMUSG00000078213	0.0	0.0	0.0	0.0
ENSMUSG00000078214	0.0	0.0	0.0	0.0
ENSMUSG00000078215	0.0	0.0	0.0	0.0
ENSMUSG00000078216	0.0	0.0	0.0	0.0
ENSMUSG00000078217	0.0	0.0	0.0	0.0
ENSMUSG00000078218	0.0	0.0	0.0	0.0
ENSMUSG00000078219	0.0	0.0	0.0	0.0
ENSMUSG00000078220	0.0	0.0	0.0	0.0
ENSMUSG00000078221	0.0	0.0	0.0	0.0
ENSMUSG00000078222	0.0	0.0	0.0	0.0
ENSMUSG00000078224	0.0	0.0	0.0	0.0
ENSMUSG00000078233	0.0	0.0	0.0	0.0
ENSMUSG00000078234	0.0	0.72	0.0	1.54
ENSMUSG00000078235	1.7	1.26	13.17	12.84
ENSMUSG00000078236	19.76	26.27	29.07	0.0
ENSMUSG00000078238	36.74	0.0	0.0	0.0
ENSMUSG00000078240	0.0	0.0	0.0	0.0
ENSMUSG00000078247	12.1	18.1	4.47	8.45
ENSMUSG00000078249	6.74	8.5	0.0	0.0
ENSMUSG00000078251	0.96	0.0	0.0	0.0
ENSMUSG00000078252	0.0	0.0	0.0	0.0
ENSMUSG00000078253	0.0	0.0	0.0	0.0
ENSMUSG00000078254	0.0	0.0	0.0	0.0
ENSMUSG00000078255	0.0	0.0	0.0	0.0
ENSMUSG00000078256	0.0	0.0	0.0	0.0
ENSMUSG00000078257	0.0	0.0	0.0	0.0
ENSMUSG00000078258	0.0	0.0	0.0	0.0
ENSMUSG00000078259	0.0	0.0	0.0	0.0
ENSMUSG00000078260	0.0	0.0	0.0	0.0
ENSMUSG00000078261	0.0	0.0	0.0	0.0
ENSMUSG00000078262	0.0	0.0	0.0	0.0
ENSMUSG00000078263	0.0	0.0	0.0	0.0
ENSMUSG00000078264	0.0	0.0	0.0	0.0
ENSMUSG00000078265	0.0	0.0	0.0	0.0
ENSMUSG00000078266	0.0	0.0	0.0	0.0
ENSMUSG00000078267	0.0	0.0	0.0	0.0
ENSMUSG00000078268	0.0	0.0	0.0	0.0
ENSMUSG00000078269	0.0	0.0	0.0	0.0
ENSMUSG00000078270	0.0	0.0	0.0	0.0
ENSMUSG00000078271	0.0	0.0	0.0	0.0
ENSMUSG00000078272	0.0	0.0	0.0	0.0
ENSMUSG00000078273	0.0	0.0	0.0	0.0
ENSMUSG00000078274	0.0	0.0	0.0	0.0
ENSMUSG00000078275	0.0	0.0	0.0	0.0
ENSMUSG00000078276	0.0	0.0	0.0	0.0
ENSMUSG00000078277	0.0	0.0	0.0	0.0
ENSMUSG00000078278	0.0	0.0	0.0	0.0
ENSMUSG00000078279	0.0	0.0	0.0	0.0
ENSMUSG00000078280	0.0	0.0	0.0	0.0
ENSMUSG00000078281	0.0	0.0	0.0	0.0
ENSMUSG00000078284	0.0	5.24	0.0	0.0
ENSMUSG00000078289	0.0	0.0	0.0	0.0
ENSMUSG00000078291	0.0	0.0	0.0	0.0
ENSMUSG00000078297	0.0	0.0	16.22	0.0
ENSMUSG00000078300	0.0	0.0	0.0	0.0
ENSMUSG00000078302	14.7	7.23	1.8	2.46
ENSMUSG00000078305	0.0	1.59	0.0	0.0
ENSMUSG00000078306	0.0	0.77	0.0	0.78
ENSMUSG00000078307	7.51	5.05	15.8	15.94
ENSMUSG00000078308	0.0	0.0	0.0	0.0
ENSMUSG00000078309	0.0	0.0	0.0	23.12
ENSMUSG00000078312	0.0	3.44	0.0	14.3
ENSMUSG00000078314	0.0	0.0	0.0	0.0
ENSMUSG00000078315	0.0	0.0	0.0	0.0
ENSMUSG00000078317	36.86	13.49	21.36	16.71
ENSMUSG00000078320	0.0	0.0	0.0	0.0
ENSMUSG00000078323	0.0	0.0	0.0	0.0
ENSMUSG00000078324	0.0	0.0	0.0	0.0
ENSMUSG00000078325	0.0	0.0	0.0	0.0
ENSMUSG00000078326	0.0	0.0	0.0	0.0
ENSMUSG00000078328	0.0	0.0	0.0	0.0
ENSMUSG00000078330	0.0	0.0	0.0	0.0
ENSMUSG00000078331	0.0	0.0	0.0	0.0
ENSMUSG00000078332	0.0	0.0	0.0	0.0
ENSMUSG00000078333	0.0	0.0	0.0	0.0
ENSMUSG00000078335	0.0	0.0	0.0	0.0
ENSMUSG00000078336	0.0	0.0	0.0	0.0
ENSMUSG00000078346	0.0	0.0	0.0	0.0
ENSMUSG00000078347	0.0	0.0	0.0	0.0
ENSMUSG00000078348	227.44	241.09	183.79	177.0
ENSMUSG00000078349	2.24	0.0	0.0	3.38
ENSMUSG00000078350	5.08	9.94	2.57	9.86
ENSMUSG00000078353	0.0	0.0	0.0	0.0
ENSMUSG00000078354	0.0	0.0	0.0	0.0
ENSMUSG00000078355	0.0	0.0	0.0	0.0
ENSMUSG00000078356	0.0	0.0	14.01	0.0
ENSMUSG00000078360	0.0	0.0	0.0	0.0
ENSMUSG00000078361	0.0	0.0	0.0	0.0
ENSMUSG00000078362	1.55	1.43	0.85	3.08
ENSMUSG00000078363	0.0	0.0	0.0	0.0
ENSMUSG00000078365	0.0	0.0	0.0	0.0
ENSMUSG00000078366	0.0	0.0	0.0	0.0
ENSMUSG00000078367	0.0	0.0	0.0	0.0
ENSMUSG00000078368	0.0	0.0	0.0	0.0
ENSMUSG00000078370	0.0	0.0	0.0	0.0
ENSMUSG00000078373	0.0	0.0	0.0	0.0
ENSMUSG00000078374	0.0	0.0	0.0	0.0
ENSMUSG00000078375	0.0	0.0	0.0	0.0
ENSMUSG00000078377	0.0	0.0	0.0	0.0
ENSMUSG00000078380	0.0	0.0	0.0	0.0
ENSMUSG00000078381	0.0	0.0	0.0	0.0
ENSMUSG00000078383	0.0	0.0	0.0	0.0
ENSMUSG00000078384	0.0	0.0	0.0	0.0
ENSMUSG00000078397	0.0	0.0	0.0	0.0
ENSMUSG00000078403	0.0	0.0	0.0	0.0
ENSMUSG00000078404	0.0	0.0	0.0	0.0
ENSMUSG00000078405	0.0	0.0	0.0	0.0
ENSMUSG00000078406	0.0	0.0	0.0	0.0
ENSMUSG00000078407	0.0	0.0	0.0	0.0
ENSMUSG00000078409	0.0	0.0	0.0	0.0
ENSMUSG00000078410	0.0	0.0	0.0	0.0
ENSMUSG00000078419	0.0	0.0	0.0	0.0
ENSMUSG00000078420	0.0	0.0	0.0	0.0
ENSMUSG00000078427	93.99	106.53	56.79	74.14
ENSMUSG00000078429	114.78	90.32	52.82	48.77
ENSMUSG00000078430	0.0	0.0	0.0	0.0
ENSMUSG00000078435	2.85	4.19	3.15	2.15
ENSMUSG00000078436	2.84	0.0	0.0	10.72
ENSMUSG00000078437	0.0	2.52	0.0	2.61
ENSMUSG00000078439	7.88	5.73	0.0	0.0
ENSMUSG00000078440	125.0	85.12	78.67	88.42
ENSMUSG00000078441	41.46	37.34	40.72	36.46
ENSMUSG00000078442	0.0	0.0	0.0	0.0
ENSMUSG00000078444	0.0	0.0	0.0	0.0
ENSMUSG00000078447	0.0	0.0	0.0	0.0
ENSMUSG00000078448	0.0	0.0	0.0	0.0
ENSMUSG00000078451	4.45	0.0	4.93	3.36
ENSMUSG00000078452	3.49	5.13	0.0	0.0
ENSMUSG00000078453	66.63	141.53	33.62	41.16
ENSMUSG00000078480	0.0	0.0	0.0	0.0
ENSMUSG00000078481	0.0	0.0	0.0	0.0
ENSMUSG00000078484	77.43	63.98	68.08	87.03
ENSMUSG00000078485	12.85	13.55	18.25	16.61
ENSMUSG00000078486	1.01	1.5	3.36	1.53
ENSMUSG00000078487	0.0	0.0	0.0	0.0
ENSMUSG00000078488	0.0	0.0	0.0	0.0
ENSMUSG00000078489	0.0	0.0	0.0	0.0
ENSMUSG00000078490	4.83	0.0	0.0	0.0
ENSMUSG00000078491	0.0	0.0	0.0	0.0
ENSMUSG00000078492	0.0	0.0	0.0	0.0
ENSMUSG00000078493	0.0	10.09	0.0	0.0
ENSMUSG00000078494	0.0	0.0	0.0	0.0
ENSMUSG00000078495	6.7	3.24	7.39	6.61
ENSMUSG00000078496	3.53	2.59	7.81	0.0
ENSMUSG00000078497	0.0	0.0	0.0	0.0
ENSMUSG00000078498	0.0	0.0	0.0	0.0
ENSMUSG00000078499	0.0	0.0	0.0	0.0
ENSMUSG00000078500	0.0	0.0	0.0	0.0
ENSMUSG00000078502	0.0	0.8	0.0	0.0
ENSMUSG00000078503	0.0	0.0	0.0	0.0
ENSMUSG00000078504	0.0	0.0	0.0	0.0
ENSMUSG00000078505	0.0	0.0	0.0	0.0
ENSMUSG00000078506	0.0	0.0	0.0	0.0
ENSMUSG00000078507	0.0	0.0	0.0	0.0
ENSMUSG00000078508	0.0	0.0	0.0	0.0
ENSMUSG00000078509	0.0	0.0	0.0	0.0
ENSMUSG00000078510	0.0	0.0	0.0	0.0
ENSMUSG00000078511	0.0	0.0	0.0	0.0
ENSMUSG00000078512	0.0	0.0	0.0	0.0
ENSMUSG00000078513	0.0	0.0	0.0	0.0
ENSMUSG00000078514	0.0	0.0	0.0	0.0
ENSMUSG00000078515	16.2	16.68	13.51	13.41
ENSMUSG00000078517	38.75	39.03	83.72	52.2
ENSMUSG00000078518	0.0	0.0	0.0	0.0
ENSMUSG00000078519	0.0	0.0	0.0	0.0
ENSMUSG00000078520	0.0	0.0	0.0	0.0
ENSMUSG00000078521	3.43	7.56	0.0	5.17
ENSMUSG00000078525	40.92	0.0	0.0	48.3
ENSMUSG00000078527	0.0	0.0	0.0	0.0
ENSMUSG00000078528	4.72	3.46	0.0	0.0
ENSMUSG00000078531	0.0	0.0	0.0	0.0
ENSMUSG00000078532	133.43	161.07	192.38	144.34
ENSMUSG00000078546	4.78	1.76	5.28	5.4
ENSMUSG00000078550	0.0	0.0	0.0	0.0
ENSMUSG00000078552	12.95	9.3	0.0	0.0
ENSMUSG00000078554	0.0	0.0	0.0	0.0
ENSMUSG00000078561	0.0	0.0	0.0	0.0
ENSMUSG00000078564	0.0	0.0	0.0	0.0
ENSMUSG00000078566	29.87	38.55	62.42	55.28
ENSMUSG00000078570	55.53	97.98	82.41	105.53
ENSMUSG00000078572	44.36	18.5	7.04	9.57
ENSMUSG00000078574	0.0	0.0	0.0	0.0
ENSMUSG00000078575	0.0	0.0	0.0	0.0
ENSMUSG00000078576	0.0	0.0	0.0	0.0
ENSMUSG00000078577	0.0	0.0	0.0	0.0
ENSMUSG00000078578	199.33	211.91	195.76	174.79
ENSMUSG00000078580	7.92	7.3	13.13	2.99
ENSMUSG00000078582	0.0	0.0	0.0	0.0
ENSMUSG00000078584	32.52	30.25	10.59	10.48
ENSMUSG00000078586	0.0	0.0	1.57	0.0
ENSMUSG00000078587	0.0	0.0	0.0	0.0
ENSMUSG00000078588	21.01	19.49	9.09	21.08
ENSMUSG00000078590	0.0	0.0	0.0	0.0
ENSMUSG00000078591	14.83	13.69	17.73	21.42
ENSMUSG00000078592	0.0	0.0	0.0	0.0
ENSMUSG00000078593	0.0	0.0	0.0	0.0
ENSMUSG00000078595	0.0	0.0	0.0	0.0
ENSMUSG00000078597	0.0	0.0	0.0	0.0
