mouse_cns_E14_rep1	mouse_cns_E14_rep2	mouse_cns_E18_rep1	mouse_cns_E18_rep2
ENSMUSG00000081135	0.0	0.0	0.0	0.0
ENSMUSG00000081136	0.0	0.0	0.0	0.0
ENSMUSG00000081137	10.0	15.0	8.0	13.0
ENSMUSG00000081138	0.0	0.0	0.0	0.0
ENSMUSG00000081139	0.0	0.0	0.0	0.0
ENSMUSG00000081140	0.0	0.0	0.0	0.0
ENSMUSG00000081141	0.0	0.0	0.0	0.0
ENSMUSG00000081142	0.0	0.0	0.0	0.0
ENSMUSG00000081143	0.0	0.0	0.0	0.0
ENSMUSG00000081144	0.0	0.0	0.0	0.0
ENSMUSG00000081145	0.0	0.0	0.0	0.0
ENSMUSG00000081146	0.0	0.0	0.0	0.0
ENSMUSG00000081147	0.0	0.0	0.0	0.0
ENSMUSG00000081148	0.0	0.0	0.0	0.0
ENSMUSG00000081150	0.0	0.0	0.0	0.0
ENSMUSG00000081151	0.0	0.0	0.0	0.0
ENSMUSG00000081152	0.0	0.0	0.0	0.0
ENSMUSG00000081153	0.0	0.0	0.0	0.0
ENSMUSG00000081154	0.0	0.0	0.0	0.0
ENSMUSG00000081155	0.0	0.0	0.0	0.0
ENSMUSG00000081156	0.0	0.0	0.0	0.0
ENSMUSG00000081157	0.0	0.0	0.0	0.0
ENSMUSG00000081158	0.0	0.0	0.0	0.0
ENSMUSG00000081159	0.0	0.0	0.0	0.0
ENSMUSG00000081160	0.0	0.0	0.0	0.0
ENSMUSG00000081161	0.0	0.0	0.0	0.0
ENSMUSG00000081162	0.0	0.0	0.0	0.0
ENSMUSG00000081163	0.0	0.0	0.0	0.0
ENSMUSG00000081164	0.0	0.0	0.0	0.0
ENSMUSG00000081165	0.0	0.0	0.0	0.0
ENSMUSG00000081166	0.0	0.0	0.0	0.0
ENSMUSG00000081167	0.0	0.0	0.0	0.0
ENSMUSG00000081168	0.0	0.0	0.0	0.0
ENSMUSG00000081169	0.0	0.0	0.0	0.0
ENSMUSG00000081170	0.0	0.0	0.0	0.0
ENSMUSG00000081171	0.0	0.0	0.0	0.0
ENSMUSG00000081172	0.0	0.0	0.0	0.0
ENSMUSG00000081173	0.0	0.0	0.0	0.0
ENSMUSG00000081174	0.0	0.0	0.0	0.0
ENSMUSG00000081175	0.0	0.0	0.0	0.0
ENSMUSG00000081176	0.0	2.0	0.0	0.0
ENSMUSG00000081177	0.0	0.0	0.0	0.0
ENSMUSG00000081178	0.0	0.0	0.0	0.0
ENSMUSG00000081179	0.0	0.0	0.0	0.0
ENSMUSG00000081180	0.0	0.0	0.0	0.0
ENSMUSG00000081181	0.0	0.0	0.0	0.0
ENSMUSG00000081182	0.0	0.0	0.0	0.0
ENSMUSG00000081183	0.0	0.0	0.0	0.0
ENSMUSG00000081184	0.0	0.0	0.0	0.0
ENSMUSG00000081185	0.0	0.0	0.0	0.0
ENSMUSG00000081186	0.0	0.0	0.0	0.0
ENSMUSG00000081187	0.0	0.0	0.0	1.0
ENSMUSG00000081188	0.0	0.0	0.0	0.0
ENSMUSG00000081189	0.0	0.0	0.0	0.0
ENSMUSG00000081190	0.0	0.0	0.0	0.0
ENSMUSG00000081191	0.0	0.0	0.0	0.0
ENSMUSG00000081192	0.0	0.0	0.0	0.0
ENSMUSG00000081194	0.0	0.0	0.0	0.0
ENSMUSG00000081195	0.0	0.0	0.0	0.0
ENSMUSG00000081196	0.0	0.0	0.0	0.0
ENSMUSG00000081197	0.0	0.0	0.0	0.0
ENSMUSG00000081198	0.0	0.0	0.0	0.0
ENSMUSG00000081199	0.0	0.0	0.0	0.0
ENSMUSG00000081200	0.0	0.0	0.0	0.0
ENSMUSG00000081201	0.0	0.0	0.0	0.0
ENSMUSG00000081202	0.0	0.0	0.0	0.0
ENSMUSG00000081203	0.0	0.0	0.0	0.0
ENSMUSG00000081205	0.0	2.65	2.18	0.0
ENSMUSG00000081206	0.0	0.0	0.0	0.0
ENSMUSG00000081207	0.0	0.0	0.0	0.0
ENSMUSG00000081208	2.0	1.0	0.0	0.0
ENSMUSG00000081209	0.0	0.0	0.0	0.0
ENSMUSG00000081210	0.0	0.0	0.0	0.0
ENSMUSG00000081211	0.0	0.0	0.0	0.0
ENSMUSG00000081212	0.0	0.0	0.0	0.0
ENSMUSG00000081213	0.0	0.0	0.0	0.0
ENSMUSG00000081214	4.07	0.21	1.06	2.22
ENSMUSG00000081215	0.0	0.0	0.0	0.0
ENSMUSG00000081216	0.0	0.0	0.0	0.0
ENSMUSG00000081217	0.0	0.0	0.0	0.0
ENSMUSG00000081218	0.0	0.0	0.0	0.0
ENSMUSG00000081219	1.0	0.0	1.0	1.0
ENSMUSG00000081220	0.0	0.0	0.0	0.0
ENSMUSG00000081221	0.0	7.33	0.0	3.33
ENSMUSG00000081222	0.0	0.0	0.0	0.0
ENSMUSG00000081223	0.0	1.0	0.0	0.0
ENSMUSG00000081224	0.0	0.0	0.0	0.0
ENSMUSG00000081225	0.0	0.0	0.0	0.0
ENSMUSG00000081226	0.0	0.0	0.0	0.0
ENSMUSG00000081227	0.0	0.0	0.0	0.0
ENSMUSG00000081228	0.0	0.0	0.0	0.0
ENSMUSG00000081229	0.0	0.0	0.0	0.0
ENSMUSG00000081230	0.0	0.0	0.0	0.0
ENSMUSG00000081231	0.0	0.0	0.0	0.0
ENSMUSG00000081232	1.0	0.0	0.0	0.0
ENSMUSG00000081233	0.0	0.0	0.0	0.0
ENSMUSG00000081234	0.0	0.0	0.0	0.0
ENSMUSG00000081235	0.0	0.0	0.0	0.0
ENSMUSG00000081236	0.0	0.0	0.0	0.0
ENSMUSG00000081237	0.0	0.0	0.0	0.0
ENSMUSG00000081238	0.0	0.0	0.0	0.0
ENSMUSG00000081239	0.0	0.0	0.0	0.0
ENSMUSG00000081240	0.0	0.0	0.0	0.0
ENSMUSG00000081241	0.0	0.0	0.0	0.0
ENSMUSG00000081242	0.0	0.0	0.0	0.0
ENSMUSG00000081243	0.0	0.0	0.0	0.0
ENSMUSG00000081244	0.0	0.0	0.0	0.0
ENSMUSG00000081245	0.0	0.0	0.0	0.0
ENSMUSG00000081248	0.0	0.0	0.0	0.0
ENSMUSG00000081249	0.0	2.0	0.0	0.0
ENSMUSG00000081250	0.0	0.0	0.0	0.0
ENSMUSG00000081251	0.0	0.0	0.0	0.0
ENSMUSG00000081252	0.0	0.0	0.0	0.0
ENSMUSG00000081253	0.0	0.0	0.0	0.0
ENSMUSG00000081254	1.08	0.6	0.0	0.0
ENSMUSG00000081255	0.0	0.0	0.0	0.0
ENSMUSG00000081256	0.0	0.0	0.0	0.0
ENSMUSG00000081257	0.0	0.0	0.0	0.0
ENSMUSG00000081258	0.0	0.0	0.0	0.0
ENSMUSG00000081259	0.0	0.0	0.0	0.0
ENSMUSG00000081260	0.0	0.0	0.0	0.0
ENSMUSG00000081261	0.0	0.0	0.0	0.0
ENSMUSG00000081262	0.0	0.0	0.0	0.0
ENSMUSG00000081263	0.0	0.0	0.0	0.0
ENSMUSG00000081264	1.0	1.0	0.0	1.0
ENSMUSG00000081265	0.0	0.0	0.0	0.0
ENSMUSG00000081266	0.0	0.0	0.0	0.0
ENSMUSG00000081267	0.0	0.0	0.0	0.0
ENSMUSG00000081268	0.0	0.0	0.0	0.0
ENSMUSG00000081269	0.0	0.0	0.0	0.0
ENSMUSG00000081270	1.0	0.0	0.0	0.0
ENSMUSG00000081271	0.0	0.0	0.0	0.0
ENSMUSG00000081272	9.25	15.51	15.27	35.48
ENSMUSG00000081273	0.0	0.0	0.0	0.0
ENSMUSG00000081274	0.0	0.0	0.0	0.0
ENSMUSG00000081275	0.0	0.0	0.0	0.0
ENSMUSG00000081276	0.0	0.0	0.0	0.0
ENSMUSG00000081277	0.0	0.0	0.0	0.0
ENSMUSG00000081278	0.0	0.0	0.0	0.0
ENSMUSG00000081279	0.0	0.0	0.0	0.0
ENSMUSG00000081280	0.0	0.0	0.0	0.0
ENSMUSG00000081281	0.0	0.0	0.0	0.0
ENSMUSG00000081282	0.0	0.0	0.0	0.0
ENSMUSG00000081283	0.0	0.0	0.0	0.0
ENSMUSG00000081284	0.0	0.0	0.0	0.0
ENSMUSG00000081285	0.0	0.0	0.0	0.0
ENSMUSG00000081286	0.0	0.0	0.0	0.0
ENSMUSG00000081287	0.0	0.0	0.0	0.0
ENSMUSG00000081288	0.0	0.0	0.0	0.0
ENSMUSG00000081289	0.0	0.0	0.0	0.0
ENSMUSG00000081290	0.0	0.0	0.0	0.0
ENSMUSG00000081291	0.0	0.0	0.0	0.0
ENSMUSG00000081292	0.0	0.0	0.0	0.0
ENSMUSG00000081293	0.0	0.0	0.0	0.0
ENSMUSG00000081294	0.0	0.0	0.0	0.0
ENSMUSG00000081295	0.0	0.0	0.0	0.0
ENSMUSG00000081296	0.0	0.0	0.0	0.0
ENSMUSG00000081297	0.0	0.0	0.0	0.0
ENSMUSG00000081298	0.0	0.0	0.0	0.0
ENSMUSG00000081299	0.0	0.0	0.0	0.0
ENSMUSG00000081300	0.0	0.0	0.0	0.0
ENSMUSG00000081301	0.0	0.0	0.0	0.0
ENSMUSG00000081302	0.0	0.0	0.0	0.0
ENSMUSG00000081303	0.0	0.0	0.0	0.0
ENSMUSG00000081304	0.0	0.0	0.0	0.0
ENSMUSG00000081305	0.0	0.0	0.0	0.0
ENSMUSG00000081306	0.0	0.0	0.0	0.0
ENSMUSG00000081307	0.0	0.0	0.0	0.0
ENSMUSG00000081308	0.0	0.0	0.0	0.0
ENSMUSG00000081309	0.0	4.9	0.78	1.5
ENSMUSG00000081310	0.0	0.0	0.0	0.0
ENSMUSG00000081311	0.0	0.0	0.0	0.0
ENSMUSG00000081312	0.0	0.0	0.0	0.0
ENSMUSG00000081313	0.0	0.0	0.0	0.0
ENSMUSG00000081314	0.0	0.0	0.0	0.0
ENSMUSG00000081315	0.0	0.0	0.0	0.0
ENSMUSG00000081316	0.0	0.0	0.0	0.0
ENSMUSG00000081317	0.0	0.0	0.0	0.0
ENSMUSG00000081318	0.0	0.0	0.0	0.0
ENSMUSG00000081319	0.0	0.0	0.0	0.0
ENSMUSG00000081320	0.0	0.0	0.0	0.0
ENSMUSG00000081321	0.0	0.0	0.0	0.0
ENSMUSG00000081323	0.0	0.0	0.0	0.0
ENSMUSG00000081324	0.0	0.0	0.0	0.0
ENSMUSG00000081325	0.0	0.0	0.0	0.0
ENSMUSG00000081326	0.0	0.0	0.0	0.0
ENSMUSG00000081327	0.0	0.0	0.0	0.0
ENSMUSG00000081328	0.0	0.0	0.0	0.0
ENSMUSG00000081329	0.0	0.0	0.0	0.0
ENSMUSG00000081330	0.0	0.0	0.0	0.0
ENSMUSG00000081331	0.0	0.0	0.0	0.0
ENSMUSG00000081332	0.0	0.0	0.0	0.0
ENSMUSG00000081333	0.0	0.0	0.0	0.0
ENSMUSG00000081334	0.0	0.0	0.0	0.0
ENSMUSG00000081335	0.0	0.0	0.0	0.0
ENSMUSG00000081336	0.0	0.0	0.0	0.0
ENSMUSG00000081338	0.0	0.0	0.0	0.0
ENSMUSG00000081339	0.0	1.0	0.0	0.0
ENSMUSG00000081340	0.0	0.0	0.0	0.0
ENSMUSG00000081341	0.0	0.0	0.0	0.0
ENSMUSG00000081342	0.0	0.0	0.0	0.0
ENSMUSG00000081343	0.0	0.0	0.0	0.0
ENSMUSG00000081344	0.0	0.0	0.0	0.0
ENSMUSG00000081345	0.0	0.0	0.0	0.0
ENSMUSG00000081346	0.0	0.0	0.0	0.0
ENSMUSG00000081347	0.0	0.0	0.0	0.0
ENSMUSG00000081348	0.0	0.0	0.0	0.0
ENSMUSG00000081349	0.0	0.0	0.0	0.0
ENSMUSG00000081350	0.0	0.0	0.0	0.0
ENSMUSG00000081352	0.0	0.0	0.0	0.0
ENSMUSG00000081353	0.0	0.0	0.0	0.0
ENSMUSG00000081354	0.0	0.0	0.0	0.0
ENSMUSG00000081355	0.0	0.0	0.0	0.0
ENSMUSG00000081356	0.0	0.0	0.0	0.0
ENSMUSG00000081357	0.0	0.0	0.0	0.0
ENSMUSG00000081358	0.0	0.0	0.0	0.0
ENSMUSG00000081359	0.0	0.0	0.0	0.0
ENSMUSG00000081360	0.0	0.0	0.0	0.0
ENSMUSG00000081361	0.0	0.0	0.0	0.0
ENSMUSG00000081362	0.0	0.0	0.0	0.0
ENSMUSG00000081363	0.0	0.0	0.0	0.0
ENSMUSG00000081364	0.0	0.0	0.0	0.0
ENSMUSG00000081365	0.0	0.0	0.0	0.0
ENSMUSG00000081366	0.0	0.0	0.0	0.0
ENSMUSG00000081367	0.0	0.0	0.0	0.0
ENSMUSG00000081369	0.0	0.0	0.0	0.0
ENSMUSG00000081370	0.0	0.0	0.0	2.0
ENSMUSG00000081371	0.0	0.0	0.0	0.0
ENSMUSG00000081372	0.0	0.0	0.0	0.0
ENSMUSG00000081373	0.0	0.0	0.0	0.0
ENSMUSG00000081374	0.0	0.0	0.0	0.0
ENSMUSG00000081375	0.0	0.0	0.0	0.0
ENSMUSG00000081376	0.0	0.0	0.0	0.0
ENSMUSG00000081377	0.0	0.0	0.0	0.0
ENSMUSG00000081378	0.0	0.0	0.0	0.0
ENSMUSG00000081379	0.0	0.0	0.0	0.0
ENSMUSG00000081380	0.0	0.0	0.0	0.0
ENSMUSG00000081381	0.0	0.0	0.0	0.0
ENSMUSG00000081382	0.0	0.0	0.0	0.0
ENSMUSG00000081383	0.0	0.0	0.0	0.0
ENSMUSG00000081384	0.0	0.0	0.0	0.0
ENSMUSG00000081386	0.0	0.0	0.0	0.0
ENSMUSG00000081388	0.0	0.0	0.0	0.0
ENSMUSG00000081389	0.0	0.0	0.0	0.0
ENSMUSG00000081390	0.0	0.0	0.0	0.0
ENSMUSG00000081391	0.0	0.0	0.0	0.0
ENSMUSG00000081392	0.0	0.0	0.0	0.0
ENSMUSG00000081394	0.0	0.0	0.0	0.0
ENSMUSG00000081395	0.0	0.0	0.0	0.0
ENSMUSG00000081396	0.0	0.0	0.0	0.0
ENSMUSG00000081397	0.0	0.0	0.0	0.0
ENSMUSG00000081398	0.0	0.0	0.0	0.0
ENSMUSG00000081399	0.0	0.0	0.0	0.0
ENSMUSG00000081400	1.0	0.0	0.0	0.0
ENSMUSG00000081401	0.0	0.0	0.0	0.0
ENSMUSG00000081402	0.0	0.0	0.0	0.0
ENSMUSG00000081403	0.0	0.0	0.0	0.0
ENSMUSG00000081404	0.0	1.0	0.0	0.0
ENSMUSG00000081405	0.0	0.0	0.0	0.0
ENSMUSG00000081406	9.54	8.66	11.45	5.2
ENSMUSG00000081407	0.0	0.0	0.0	0.0
ENSMUSG00000081408	0.0	0.0	0.0	0.0
ENSMUSG00000081409	0.0	0.0	0.0	0.0
ENSMUSG00000081410	0.0	0.0	0.0	0.0
ENSMUSG00000081412	0.0	0.0	0.0	0.0
ENSMUSG00000081413	0.0	0.0	0.0	0.0
ENSMUSG00000081414	0.0	0.0	0.0	0.0
ENSMUSG00000081415	0.0	0.0	0.0	0.0
ENSMUSG00000081416	0.0	0.0	0.0	0.0
ENSMUSG00000081417	0.0	0.0	0.0	0.0
ENSMUSG00000081418	0.0	0.0	0.0	0.0
ENSMUSG00000081420	0.0	0.0	0.0	0.0
ENSMUSG00000081421	0.0	0.0	0.0	0.0
ENSMUSG00000081422	0.0	0.0	0.0	0.0
ENSMUSG00000081423	0.0	0.0	0.0	0.0
ENSMUSG00000081424	0.0	0.0	0.0	0.0
ENSMUSG00000081426	0.0	0.0	0.0	0.0
ENSMUSG00000081427	0.0	0.0	0.0	0.0
ENSMUSG00000081428	0.0	0.0	0.0	0.0
ENSMUSG00000081429	0.0	0.0	0.0	0.0
ENSMUSG00000081431	0.0	0.0	0.0	0.0
ENSMUSG00000081432	0.0	0.0	0.0	0.0
ENSMUSG00000081433	0.0	0.0	0.0	0.0
ENSMUSG00000081434	0.0	0.0	0.0	0.0
ENSMUSG00000081435	0.0	0.0	0.0	0.0
ENSMUSG00000081436	0.0	0.0	0.0	0.0
ENSMUSG00000081437	0.0	0.0	0.0	0.0
ENSMUSG00000081438	0.0	0.0	0.0	0.0
ENSMUSG00000081439	0.0	0.0	0.0	0.0
ENSMUSG00000081440	0.0	0.0	0.0	0.0
ENSMUSG00000081441	0.0	0.0	0.0	0.0
ENSMUSG00000081442	0.0	0.0	0.0	0.0
ENSMUSG00000081443	0.0	0.0	0.0	0.0
ENSMUSG00000081444	0.0	0.0	0.0	0.0
ENSMUSG00000081445	0.0	0.0	0.0	0.0
ENSMUSG00000081446	0.0	0.0	0.0	0.0
ENSMUSG00000081447	0.0	0.0	0.0	0.0
ENSMUSG00000081448	0.0	0.0	0.0	0.0
ENSMUSG00000081449	0.0	0.0	0.0	0.0
ENSMUSG00000081450	0.0	0.0	0.0	0.0
ENSMUSG00000081451	0.0	0.0	0.0	0.0
ENSMUSG00000081452	0.0	0.0	0.0	0.0
ENSMUSG00000081453	0.0	1.0	0.0	0.0
ENSMUSG00000081455	0.0	0.0	0.0	1.0
ENSMUSG00000081456	0.0	0.0	0.0	0.0
ENSMUSG00000081457	0.0	0.0	0.0	0.0
ENSMUSG00000081458	0.0	0.0	0.0	0.0
ENSMUSG00000081459	0.0	0.0	0.0	0.0
ENSMUSG00000081460	0.0	0.0	0.0	0.0
ENSMUSG00000081461	0.0	0.0	0.0	0.0
ENSMUSG00000081463	0.0	0.0	0.0	0.0
ENSMUSG00000081464	0.0	0.0	0.0	0.0
ENSMUSG00000081465	0.0	0.0	0.0	0.0
ENSMUSG00000081466	0.0	0.0	0.0	0.0
ENSMUSG00000081467	0.0	0.0	0.0	0.0
ENSMUSG00000081468	0.0	0.0	0.0	0.0
ENSMUSG00000081469	0.0	0.0	0.0	0.0
ENSMUSG00000081470	0.0	0.0	0.0	0.0
ENSMUSG00000081471	0.0	0.0	0.0	0.0
ENSMUSG00000081472	0.0	0.0	0.0	0.0
ENSMUSG00000081473	0.0	0.0	0.0	0.0
ENSMUSG00000081474	0.0	0.0	0.0	0.0
ENSMUSG00000081475	0.0	0.0	0.0	0.0
ENSMUSG00000081476	0.0	0.0	0.0	0.0
ENSMUSG00000081477	0.0	0.0	0.0	0.0
ENSMUSG00000081478	0.0	0.0	0.0	0.0
ENSMUSG00000081480	0.0	0.0	0.0	0.0
ENSMUSG00000081481	0.0	0.0	0.0	0.0
ENSMUSG00000081482	0.0	0.0	0.0	0.0
ENSMUSG00000081483	0.0	0.0	0.0	0.0
ENSMUSG00000081484	0.0	0.0	0.0	0.0
ENSMUSG00000081485	0.0	0.0	0.0	0.0
ENSMUSG00000081486	0.0	0.0	0.0	0.0
ENSMUSG00000081487	0.0	0.0	0.0	0.0
ENSMUSG00000081488	0.0	0.0	0.0	0.0
ENSMUSG00000081489	0.0	0.0	0.0	0.0
ENSMUSG00000081490	0.0	0.0	0.0	0.0
ENSMUSG00000081491	0.0	0.0	0.0	0.0
ENSMUSG00000081492	0.0	0.0	0.0	0.0
ENSMUSG00000081493	0.0	0.0	0.0	0.0
ENSMUSG00000081494	0.0	0.0	0.0	0.0
ENSMUSG00000081495	0.0	0.0	0.0	0.0
ENSMUSG00000081496	0.0	0.0	0.0	0.0
ENSMUSG00000081497	0.0	0.0	0.0	0.0
ENSMUSG00000081498	0.0	0.0	0.0	0.0
ENSMUSG00000081499	0.0	0.0	0.0	0.0
ENSMUSG00000081500	0.0	0.0	0.0	0.0
ENSMUSG00000081501	0.0	0.0	0.0	0.0
ENSMUSG00000081502	0.0	0.0	0.0	0.0
ENSMUSG00000081503	0.0	0.0	0.0	0.0
ENSMUSG00000081504	0.0	0.0	0.0	0.0
ENSMUSG00000081505	0.0	0.0	0.0	0.0
ENSMUSG00000081506	0.0	0.0	0.0	0.0
ENSMUSG00000081507	0.0	0.0	0.0	0.0
ENSMUSG00000081508	0.0	0.0	0.0	0.0
ENSMUSG00000081509	0.0	0.0	0.0	0.0
ENSMUSG00000081510	0.0	0.0	0.0	0.0
ENSMUSG00000081511	0.0	0.0	0.0	0.0
ENSMUSG00000081512	0.0	0.0	0.0	0.0
ENSMUSG00000081513	0.0	0.0	0.0	0.0
ENSMUSG00000081514	0.0	0.0	0.0	0.0
ENSMUSG00000081515	0.0	0.0	0.0	0.0
ENSMUSG00000081516	0.0	0.0	0.0	1.0
ENSMUSG00000081517	0.0	0.0	0.0	0.0
ENSMUSG00000081518	0.0	0.0	0.0	0.0
ENSMUSG00000081519	0.0	1.0	0.0	0.0
ENSMUSG00000081520	0.0	0.0	0.0	0.0
ENSMUSG00000081521	0.0	0.0	0.0	0.0
ENSMUSG00000081522	0.0	0.0	0.0	0.0
ENSMUSG00000081523	0.0	0.0	0.0	0.0
ENSMUSG00000081524	0.0	0.0	0.0	0.0
ENSMUSG00000081525	0.0	0.0	0.0	0.0
ENSMUSG00000081526	0.0	0.0	0.0	0.0
ENSMUSG00000081528	0.0	0.0	0.0	0.0
ENSMUSG00000081529	0.0	0.0	0.0	0.0
ENSMUSG00000081530	0.0	0.0	0.0	0.0
ENSMUSG00000081531	0.0	0.0	0.0	0.0
ENSMUSG00000081532	0.0	0.0	0.0	0.0
ENSMUSG00000081533	0.0	0.0	0.0	0.0
ENSMUSG00000081534	18.0	21.0	27.0	31.0
ENSMUSG00000081535	0.0	0.0	0.0	1.0
ENSMUSG00000081536	0.0	0.0	0.0	0.0
ENSMUSG00000081537	0.0	0.0	0.0	0.0
ENSMUSG00000081538	0.0	0.0	0.0	0.0
ENSMUSG00000081539	0.0	0.0	0.0	0.0
ENSMUSG00000081540	0.0	0.0	0.0	0.0
ENSMUSG00000081541	0.0	0.0	0.0	0.0
ENSMUSG00000081542	0.0	0.0	0.0	0.0
ENSMUSG00000081543	0.0	0.0	0.0	0.0
ENSMUSG00000081544	0.0	0.0	0.0	0.0
ENSMUSG00000081545	0.0	0.0	0.0	0.0
ENSMUSG00000081546	0.0	0.0	0.0	0.0
ENSMUSG00000081547	0.0	0.0	0.0	0.0
ENSMUSG00000081548	0.0	0.0	0.0	0.0
ENSMUSG00000081550	0.0	0.0	0.0	0.0
ENSMUSG00000081551	0.0	0.0	0.0	0.0
ENSMUSG00000081552	0.0	0.0	0.0	0.0
ENSMUSG00000081553	0.0	0.0	0.0	0.0
ENSMUSG00000081554	0.0	0.0	0.0	0.0
ENSMUSG00000081555	0.0	0.0	0.0	0.0
ENSMUSG00000081556	0.0	0.0	0.0	0.0
ENSMUSG00000081557	0.0	0.0	0.0	0.0
ENSMUSG00000081558	0.0	0.0	0.0	0.0
ENSMUSG00000081559	0.0	0.0	0.0	0.0
ENSMUSG00000081560	0.0	0.0	0.0	0.0
ENSMUSG00000081561	0.0	0.0	0.0	0.0
ENSMUSG00000081562	0.0	0.0	0.0	0.0
ENSMUSG00000081563	0.0	0.0	0.0	0.0
ENSMUSG00000081564	0.0	0.0	0.0	0.0
ENSMUSG00000081565	0.0	0.0	0.0	0.0
ENSMUSG00000081566	0.0	0.0	0.0	0.0
ENSMUSG00000081567	0.0	0.0	0.0	0.0
ENSMUSG00000081568	0.0	0.0	0.0	0.0
ENSMUSG00000081569	0.0	0.0	0.0	0.0
ENSMUSG00000081570	0.0	0.0	0.0	0.0
ENSMUSG00000081571	0.0	0.0	0.0	0.0
ENSMUSG00000081572	0.0	0.0	0.0	0.0
ENSMUSG00000081573	0.0	0.0	0.0	0.0
ENSMUSG00000081574	0.0	0.0	0.0	0.0
ENSMUSG00000081575	0.0	0.0	0.0	0.0
ENSMUSG00000081576	0.0	0.0	0.0	0.0
ENSMUSG00000081577	0.0	0.0	0.0	0.0
ENSMUSG00000081578	0.0	0.0	0.0	0.0
ENSMUSG00000081579	0.0	0.0	0.0	0.0
ENSMUSG00000081580	0.0	0.0	0.0	0.0
ENSMUSG00000081581	0.0	0.0	0.0	0.0
ENSMUSG00000081583	0.0	0.0	0.0	0.0
ENSMUSG00000081584	0.0	0.0	0.0	0.0
ENSMUSG00000081585	0.0	0.0	0.0	0.0
ENSMUSG00000081586	0.0	0.0	0.0	0.0
ENSMUSG00000081587	0.0	0.0	0.0	0.0
ENSMUSG00000081588	0.0	0.0	0.0	0.0
ENSMUSG00000081589	0.0	0.0	0.0	0.0
ENSMUSG00000081590	0.0	0.0	0.0	0.0
ENSMUSG00000081591	0.0	0.0	0.0	0.0
ENSMUSG00000081592	0.0	0.0	0.0	0.0
ENSMUSG00000081593	1.5	2.4	0.0	0.0
ENSMUSG00000081594	0.0	0.0	0.0	0.0
ENSMUSG00000081595	0.0	0.0	0.0	0.0
ENSMUSG00000081596	0.0	0.0	0.0	0.0
ENSMUSG00000081597	0.0	0.0	0.0	0.0
ENSMUSG00000081598	0.0	0.0	0.0	0.0
ENSMUSG00000081599	0.0	0.0	0.0	0.0
ENSMUSG00000081600	0.0	0.0	0.0	0.0
ENSMUSG00000081601	0.0	0.0	0.0	0.0
ENSMUSG00000081602	0.0	0.0	0.0	0.0
ENSMUSG00000081603	1.0	0.0	0.0	0.0
ENSMUSG00000081604	0.0	0.0	0.0	0.0
ENSMUSG00000081605	0.0	0.0	0.0	0.0
ENSMUSG00000081606	0.0	0.0	0.0	0.0
ENSMUSG00000081607	0.0	0.0	0.0	0.0
ENSMUSG00000081608	0.0	0.0	0.0	0.0
ENSMUSG00000081609	0.0	0.0	0.0	0.0
ENSMUSG00000081610	0.0	0.0	0.0	0.0
ENSMUSG00000081611	0.0	0.0	0.0	1.0
ENSMUSG00000081612	0.0	0.0	0.0	0.0
ENSMUSG00000081613	0.0	0.0	0.0	0.0
ENSMUSG00000081614	0.0	0.0	0.0	0.0
ENSMUSG00000081615	0.0	0.0	0.0	0.0
ENSMUSG00000081616	0.0	0.0	0.0	0.0
ENSMUSG00000081617	0.0	0.0	0.0	0.0
ENSMUSG00000081618	0.0	0.0	0.0	0.0
ENSMUSG00000081619	0.0	0.0	0.0	0.0
ENSMUSG00000081620	0.0	0.0	0.0	0.0
ENSMUSG00000081621	0.0	0.0	0.0	0.0
ENSMUSG00000081622	0.0	0.0	0.0	0.0
ENSMUSG00000081623	0.0	0.0	0.0	0.0
ENSMUSG00000081624	0.0	0.0	0.0	0.0
ENSMUSG00000081625	0.0	0.0	0.0	0.0
ENSMUSG00000081626	0.0	0.0	0.0	0.0
ENSMUSG00000081627	0.0	0.0	0.0	0.0
ENSMUSG00000081628	0.0	0.0	0.0	0.0
ENSMUSG00000081629	0.0	0.0	0.0	0.0
ENSMUSG00000081630	0.0	0.0	0.0	0.0
ENSMUSG00000081631	0.0	0.0	0.0	0.0
ENSMUSG00000081632	0.0	0.0	0.0	0.0
ENSMUSG00000081633	0.0	0.0	0.0	0.0
ENSMUSG00000081634	0.0	0.0	0.0	0.0
ENSMUSG00000081635	0.0	0.0	0.0	0.0
ENSMUSG00000081636	0.0	0.0	0.0	0.0
ENSMUSG00000081638	0.0	0.0	0.0	0.0
ENSMUSG00000081639	0.0	0.0	0.0	0.0
ENSMUSG00000081640	0.0	0.0	0.0	0.0
ENSMUSG00000081641	0.0	0.0	0.0	0.0
ENSMUSG00000081642	0.0	0.0	0.0	0.0
ENSMUSG00000081643	0.0	0.0	0.0	0.0
ENSMUSG00000081645	0.0	0.0	0.0	0.0
ENSMUSG00000081646	0.0	0.0	0.0	0.0
ENSMUSG00000081647	0.0	0.0	0.0	0.0
ENSMUSG00000081648	0.0	0.0	0.0	0.0
ENSMUSG00000081649	0.0	0.0	0.0	0.0
ENSMUSG00000081650	0.0	0.0	0.0	0.0
ENSMUSG00000081651	0.0	0.0	0.0	0.0
ENSMUSG00000081652	0.0	0.0	0.0	0.0
ENSMUSG00000081653	0.0	0.0	0.0	0.0
ENSMUSG00000081654	0.0	0.0	0.0	0.0
ENSMUSG00000081655	0.0	0.0	0.0	0.0
ENSMUSG00000081656	0.0	0.0	0.0	0.0
